,abv,available,availableId,beerVariation,beerVariationId,createDate,description,foodPairings,glass,glasswareId,ibu,id,isOrganic,isRetired,labels,name,nameDisplay,originalGravity,servingTemperature,servingTemperatureDisplay,srm,srmId,status,statusDisplay,style,styleId,updateDate,year
46,11.0,"{'id': 2, 'name': 'Limited', 'description': 'Limited availability.'}",2.0,,,2014-11-08 20:41:32,Imperial Porter brewed with chocolate & coconut & aged in rye whiskey barrels.,,,,40.0,pKgt1E,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/pKgt1E/upload_RvbbQE-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/pKgt1E/upload_RvbbQE-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/pKgt1E/upload_RvbbQE-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/pKgt1E/upload_RvbbQE-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/pKgt1E/upload_RvbbQE-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/pKgt1E/upload_RvbbQE-contentAwareLarge.png'}",2nd Anniversary Imperial Porter,2nd Anniversary Imperial Porter,,,,"{'id': 30, 'name': '30', 'hex': '600903'}",30.0,verified,Verified,"{'id': 104, 'categoryId': 9, 'category': {'id': 9, 'name': 'Other Lager', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Baltic-Style Porter', 'shortName': 'Baltic Porter', 'description': 'A true smooth cold-fermented and cold lagered beer, brewed with lager yeast. Black to very deep ruby/garnet in color. Overall, Baltic Porters have a very smooth lagered character with distinctive caramelized sugars, licorice and chocolate-like character of roasted malts and dark sugars. Roasted dark malts should not contribute bitterness, or astringent roast character. A low degree of smokiness from malt may be evident. Debitterized roast malts are best used for this style. Because of its alcoholic strength, aroma may include gentle (low) lager fruitiness (berries, grapes, plums, not banana; ale-like fruitiness from warm temperature fermentation is not appropriate), complex alcohols, cocoa-like, roast malt (and sometimes coffee-like roast barley, yet not bitter). Hop aroma is very low, though a hint of floral or sweet hop aroma can complement aromatics and flavor without dominance. Baltic Porters are not hop bitter dominated and expressed as low to medium-low. Baltic porters range from having medium to full body complemented with a medium-low to medium level of malty sweetness. No butterscotch-like diacetyl or sweet corn-like dimethylsulfide (DMS) should be apparent in aroma or flavor.', 'ibuMin': '35', 'ibuMax': '40', 'abvMin': '7.5', 'abvMax': '9', 'srmMin': '40', 'srmMax': '40', 'ogMin': '1.072', 'fgMin': '1.016', 'fgMax': '1.022', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:41:46'}",104,2015-12-17 18:22:21,
47,9.0,"{'id': 4, 'name': 'Seasonal', 'description': 'Available at the same time of year, every year.'}",4.0,,,2014-02-24 21:07:37,"It could have been a single, but it’s so much more. This rum barrel aged
Belgian Tripel is named for the 3 Bagger -- the true team player, the
go-getter, the unabashed risk-taker -- the one who knows when to stretch
something good into something even better. Call it experience, call it
skill or call it pure animal instinct, the three-bagger knows when his time
has come and rises to the occasion. Take your turn with this well balanced
golden straw colored ale, which is full of complex fruity esters, dark rum,
vanilla and oak flavors.

Beer family: Brick Mason Series",,"{'id': 5, 'name': 'Pint', 'createDate': '2012-01-03 02:41:33'}",5.0,40.0,ifIJan,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/ifIJan/upload_k62H2h-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/ifIJan/upload_k62H2h-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/ifIJan/upload_k62H2h-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/ifIJan/upload_k62H2h-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/ifIJan/upload_k62H2h-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/ifIJan/upload_k62H2h-contentAwareLarge.png'}",3 Bagger,3 Bagger,,cool,Cool - (8-12C/45-54F),"{'id': 5, 'name': '5', 'hex': 'FBB123'}",5.0,verified,Verified,"{'id': 59, 'categoryId': 5, 'category': {'id': 5, 'name': 'Belgian And French Origin Ales', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Belgian-Style Tripel', 'shortName': 'Belgian Tripel', 'description': 'Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.', 'ibuMin': '20', 'ibuMax': '45', 'abvMin': '7', 'abvMax': '10', 'srmMin': '4', 'srmMax': '9', 'ogMin': '1.07', 'fgMin': '1.01', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:31:50'}",59,2015-12-17 10:18:42,
48,10.0,"{'id': 2, 'name': 'Limited', 'description': 'Limited availability.'}",2.0,,,2012-01-03 02:42:37,"Three French Hens is the third in the 12 Days/Years of Christmas Series. We again drew some inspiration from the name and decided that at least a portion of this beer had to be aged in French oak barrels. What we came out with is a bold and spicy Belgian Dark Strong Ale, 25% aged in oak. This beer is designed to take the journey through time until 12 Drummers Drumming, but is a delightful holiday treat right off the shelf.",,"{'id': 8, 'name': 'Tulip', 'createDate': '2012-01-03 02:41:33'}",8.0,22.5,QlZyHJ,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/QlZyHJ/upload_SrakC8-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/QlZyHJ/upload_SrakC8-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/QlZyHJ/upload_SrakC8-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/QlZyHJ/upload_SrakC8-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/QlZyHJ/upload_SrakC8-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/QlZyHJ/upload_SrakC8-contentAwareLarge.png'}",3 French Hens,3 French Hens (2010),,,,"{'id': 30, 'name': '30', 'hex': '600903'}",30.0,verified,Verified,"{'id': 64, 'categoryId': 5, 'category': {'id': 5, 'name': 'Belgian And French Origin Ales', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Belgian-Style Dark Strong Ale', 'shortName': 'Belgian Dark Strong', 'description': 'Belgian dark strong ales are amber to dark brown in color. Often, though not always, brewed with dark Belgian ""candy"" sugar, these beers can be well attenuated, ranging from medium to full-bodied. The perception of hop bitterness is low to medium, with hop flavor and aroma also in this range. Fruity complexity along with the soft flavors of roasted malts add distinct character. The alcohol strength of these beers can often be deceiving to the senses. The intensity of malt character can be rich, creamy, and sweet with intensities ranging from medium to high. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.', 'ibuMin': '20', 'ibuMax': '50', 'abvMin': '7', 'abvMax': '11', 'srmMin': '9', 'srmMax': '35', 'ogMin': '1.064', 'fgMin': '1.012', 'fgMax': '1.024', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:32:23'}",64,2018-04-20 13:51:04,2010.0
49,6.2,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2015-11-05 04:01:19,,,,,50.0,wTPp3s,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/wTPp3s/upload_U1mVbx-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/wTPp3s/upload_U1mVbx-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/wTPp3s/upload_U1mVbx-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/wTPp3s/upload_U1mVbx-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/wTPp3s/upload_U1mVbx-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/wTPp3s/upload_U1mVbx-contentAwareLarge.png'}",3 Needles IPA,3 Needles IPA,,,,"{'id': 8, 'name': '8', 'hex': 'EA8F00'}",8.0,verified,Verified,"{'id': 2, 'categoryId': 1, 'category': {'id': 1, 'name': 'British Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'English-Style India Pale Ale', 'shortName': 'English IPA', 'description': 'Most traditional interpretations of English-style India pale ales are characterized by medium-high hop bitterness with a medium to medium-high alcohol content. Hops from a variety of origins may be used to contribute to a high hopping rate. Earthy and herbal English-variety hop character is the perceived end, but may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer, sometimes with subtle and balanced character of sulfur compounds. This pale gold to deep copper-colored ale has a medium to high, flowery hop aroma and may have a medium to strong hop flavor (in addition to the hop bitterness). English-style India pale ales possess medium maltiness and body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill haze is allowable at cold temperatures. Hops of other origins may be used for bitterness or approximating traditional English character.', 'ibuMin': '35', 'ibuMax': '63', 'abvMin': '5', 'abvMax': '7', 'srmMin': '6', 'srmMax': '14', 'ogMin': '1.05', 'fgMin': '1.012', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:18:33'}",2,2015-12-18 06:12:24,
50,3.4,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2014-08-19 08:00:22,"Mid-strength but high flavour fruity Queensland ale. Subtlely dextrinous, the malt profile rounds out the palate but remains controlled to allow the fruity hop flavours to shine through. Need to get up early tomorrow? Buy yourself a little Time.",,,,23.0,rulRVX,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/rulRVX/upload_CJAp0q-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/rulRVX/upload_CJAp0q-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/rulRVX/upload_CJAp0q-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/rulRVX/upload_CJAp0q-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/rulRVX/upload_CJAp0q-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/rulRVX/upload_CJAp0q-contentAwareLarge.png'}",3 Quarter Time Session Ale,3 Quarter Time Session Ale,,,,"{'id': 4, 'name': '4', 'hex': 'FFBF42'}",4.0,verified,Verified,"{'id': 10, 'categoryId': 1, 'category': {'id': 1, 'name': 'British Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'English-Style Pale Mild Ale', 'shortName': 'English Pale Mild', 'description': 'English pale mild ales range from golden to amber in color. Malt flavor dominates the flavor profile with little hop bitterness or flavor. Hop aroma can be light. Very low diacetyl flavors may be appropriate in this low-alcohol beer. Fruity-ester level is very low. Chill haze is allowable at cold temperatures.', 'ibuMin': '10', 'ibuMax': '20', 'abvMin': '3.2', 'abvMax': '4', 'srmMin': '8', 'srmMax': '17', 'ogMin': '1.03', 'fgMin': '1.004', 'fgMax': '1.008', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:20:35'}",10,2015-12-17 16:49:04,
51,7.0,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2015-01-16 19:22:21,"In celebration of the 300th batch at our Minneapolis brewery, we decided to brew a one-time only beer for our Garage Series. And since so many of those 300 batches have been IPAs, why not celerbate with an IPA? Batch 300 is built on a base of Weyermann Pilsner malt, and heavily hopped from start to finish with Mosaic, one of our favorite new American hop varieties. At 74 IBU and just under 7% ABV, Batch 300 will delight your palate without wearing it out.",,,,74.0,UY2Ujm,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/UY2Ujm/upload_iJnYhR-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/UY2Ujm/upload_iJnYhR-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/UY2Ujm/upload_iJnYhR-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/UY2Ujm/upload_iJnYhR-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/UY2Ujm/upload_iJnYhR-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/UY2Ujm/upload_iJnYhR-contentAwareLarge.png'}",300 IPA,300 IPA,1.063,,,"{'id': 7, 'name': '7', 'hex': 'F39C00'}",7.0,verified,Verified,"{'id': 30, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style India Pale Ale', 'shortName': 'American IPA', 'description': 'American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale', 'ibuMin': '50', 'ibuMax': '70', 'abvMin': '6.3', 'abvMax': '7.5', 'srmMin': '6', 'srmMax': '14', 'ogMin': '1.06', 'fgMin': '1.012', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:26:37'}",30,2018-07-26 18:40:33,
52,4.6,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2015-08-14 15:10:06,"Classic noble hop characteristics paired with subtle malt sweetness yield a perfectly balanced, crisp, and refreshing blonde ale. Smooth and approachable, this is the beer that put us on the map!","Summer salad with fruits, nuts, and a light dressing. Also pairs well with ceviche or chips and salsa.","{'id': 4, 'name': 'Pilsner', 'createDate': '2012-01-03 02:41:33'}",4.0,13.0,u6i8uz,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/u6i8uz/upload_6Bc6Re-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/u6i8uz/upload_6Bc6Re-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/u6i8uz/upload_6Bc6Re-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/u6i8uz/upload_6Bc6Re-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/u6i8uz/upload_6Bc6Re-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/u6i8uz/upload_6Bc6Re-contentAwareLarge.png'}",30A Beach Blonde,30A Beach Blonde,,cold,Cold - (4-7C/39-45F),"{'id': 3, 'name': '3', 'hex': 'FFCA5A'}",3.0,verified,Verified,"{'id': 36, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'Golden or Blonde Ale', 'shortName': 'Blonde', 'description': 'Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.', 'ibuMin': '15', 'ibuMax': '25', 'abvMin': '4', 'abvMax': '5', 'srmMin': '3', 'srmMax': '7', 'ogMin': '1.045', 'fgMin': '1.008', 'fgMax': '1.016', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:27:26'}",36,2018-06-05 05:00:30,
53,5.7,"{'id': 7, 'name': 'Fall', 'description': 'Available during the fall months.'}",7.0,,,2012-10-02 01:50:42,"First brewed in 2008 as a Halloween one-off release, “31”, took the classic Munich Dunkel and added seasonal spices to create a new fall favorite. Then, in 2011, we DOUBLED the spicing to take the taste of this amber colored, medium-bodied German-style lager to a new level of flavor. The resulting variant of “31” indulges your senses with its smooth, malty palate, moderate 5.7% abv, and double helping of fall spices for a refreshingly intense finish of cinnamon and nutmeg that makes Double Spiced “31” all treat and no tricks.",,"{'id': 5, 'name': 'Pint', 'createDate': '2012-01-03 02:41:33'}",5.0,27.0,9eyUBt,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/9eyUBt/upload_ob09Ix-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/9eyUBt/upload_ob09Ix-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/9eyUBt/upload_ob09Ix-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/9eyUBt/upload_ob09Ix-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/9eyUBt/upload_ob09Ix-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/9eyUBt/upload_ob09Ix-contentAwareLarge.png'}",31,31,1.057,cold,Cold - (4-7C/39-45F),"{'id': 31, 'name': '31', 'hex': '5E0B00'}",31.0,verified,Verified,"{'id': 83, 'categoryId': 7, 'category': {'id': 7, 'name': 'European-germanic Lager', 'createDate': '2012-03-21 20:06:46'}, 'name': 'European-Style Dark / Münchner Dunkel', 'shortName': 'Euro Dark', 'description': 'These light brown to dark brown beers have a pronounced malty aroma and flavor that dominates over the clean, crisp, moderate hop bitterness. This beer does not offer an overly sweet impression, but rather a mild balance between malt sweetness, hop bitterness and light to moderate mouthfeel. A classic Münchner Dunkel should have chocolate-like, roast malt, bread-like or biscuit-like aroma that comes from the use of Munich dark malt. Chocolate or roast malts can be used, but the percentage used should be minimal. Noble-type hop flavor and aroma should be low but perceptible. Diacetyl should not be perceived. Ale-like fruity esters and chill haze should not be perceived.', 'ibuMin': '16', 'ibuMax': '25', 'abvMin': '4.5', 'abvMax': '5', 'srmMin': '15', 'srmMax': '20', 'ogMin': '1.048', 'fgMin': '1.014', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:37:08'}",83,2015-12-16 18:36:06,
54,6.5,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2013-08-10 19:18:47,"This IPA is set apart from others by the beer's powerful aroma that is flowery and herbal with hints of lemon and notes of passion fruit. 31 Kings has a balance of slight caramel malty sweetness that combines with an intense yet rolling bitterness profile. This also sets our IPA apart from others which focus on a punch in the face of hops rather than a harmony of bitterness and flavor. Finally, flavors of pine and orange trickle into the aftertaste allowing a clean and refreshing finish.","This immensely popular style will pair will balance out sweet or fatty foods like burgers, or some spicier cuisine such as Curry. Buffalo wings, blackened chicken, and fried seafood, go very well with the bitterness of IPA. Gorgonzola or Cambozola are fantastic cheeses to pair with IPA’s.  Try some Caramel apple tart, ginger spice cake, or persimmon rice pudding.","{'id': 5, 'name': 'Pint', 'createDate': '2012-01-03 02:41:33'}",5.0,75.0,UQBWDD,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/UQBWDD/upload_2bwViE-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/UQBWDD/upload_2bwViE-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/UQBWDD/upload_2bwViE-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/UQBWDD/upload_2bwViE-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/UQBWDD/upload_2bwViE-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/UQBWDD/upload_2bwViE-contentAwareLarge.png'}",31 Kings,31 Kings,,cool,Cool - (8-12C/45-54F),"{'id': 11, 'name': '11', 'hex': 'D77200'}",11.0,verified,Verified,"{'id': 30, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style India Pale Ale', 'shortName': 'American IPA', 'description': 'American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale', 'ibuMin': '50', 'ibuMax': '70', 'abvMin': '6.3', 'abvMax': '7.5', 'srmMin': '6', 'srmMax': '14', 'ogMin': '1.06', 'fgMin': '1.012', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:26:37'}",30,2015-12-17 04:12:47,
55,4.2,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2012-01-03 02:42:37,"Inspired by the city of Chicago and densely populated with flavor, 312’s spicy aroma of Cascade hops is followed by a crisp, fruity ale flavor delivered in a smooth, creamy body that's immensely refreshing.",,"{'id': 9, 'name': 'Weizen', 'createDate': '2012-01-03 02:41:33'}",9.0,18.0,EaoR0H,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/EaoR0H/upload_TdVJdI-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/EaoR0H/upload_TdVJdI-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/EaoR0H/upload_TdVJdI-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/EaoR0H/upload_TdVJdI-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/EaoR0H/upload_TdVJdI-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/EaoR0H/upload_TdVJdI-contentAwareLarge.png'}",312 Urban Wheat Ale,312 Urban Wheat Ale,,,,"{'id': 3, 'name': '3', 'hex': 'FFCA5A'}",3.0,verified,Verified,"{'id': 112, 'categoryId': 11, 'category': {'id': 11, 'name': 'Hybrid/mixed Beer', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Light American Wheat Ale or Lager with Yeast', 'shortName': 'Wheat Ale', 'description': 'This beer can be made using either ale or lager yeast. It can be brewed with 30 to 75 percent wheat malt, and hop rates may be low to medium. Hop characters may be light to moderate in bitterness, flavor and aroma. Fruity-estery aroma and flavor are typical but at low levels however, phenolic, clove-like characteristics should not be perceived. Color is usually straw to light amber, and the body should be light to medium in character. Diacetyl should not be perceived. Because this style is served with yeast the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Chill haze is also acceptable. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of malt and hops. These beers are typically served with the yeast in the bottle, and are cloudy when served.', 'ibuMin': '10', 'ibuMax': '35', 'abvMin': '3.5', 'abvMax': '5.5', 'srmMin': '4', 'srmMax': '10', 'ogMin': '1.036', 'fgMin': '1.006', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:42:48'}",112,2016-01-04 19:04:33,
56,9.0,"{'id': 2, 'name': 'Limited', 'description': 'Limited availability.'}",2.0,,,2015-08-18 17:35:05,Saison aged in chardonnay wine barrels.,,"{'id': 8, 'name': 'Tulip', 'createDate': '2012-01-03 02:41:33'}",8.0,20.0,cRlSpp,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/cRlSpp/upload_cYEYXK-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/cRlSpp/upload_cYEYXK-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/cRlSpp/upload_cYEYXK-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/cRlSpp/upload_cYEYXK-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/cRlSpp/upload_cYEYXK-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/cRlSpp/upload_cYEYXK-contentAwareLarge.png'}",3rd Anniversary Saison (Chardonnay Barrel),3rd Anniversary Saison (Chardonnay Barrel),,,,"{'id': 4, 'name': '4', 'hex': 'FFBF42'}",4.0,verified,Verified,"{'id': 135, 'categoryId': 11, 'category': {'id': 11, 'name': 'Hybrid/mixed Beer', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Wood- and Barrel-Aged Strong Beer', 'shortName': 'BBL Aged Strong', 'description': 'Any strong classic style or unique, experimental style of beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and unique wood character but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Beers in this style may or may not have Brettanomyces character. The brewer must explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:46:50'}",135,2015-12-18 05:07:07,
